split,tokens,content,words,audio_valid,vision_valid,audio_zero_eq_content,repeated_audio,expected_repeat,audio_vision_missing_same,truncated,word_loss
train,12,10,10,10,10,1,0,0,1,0,0.0
train,50,48,53,48,17,1,7,0,0,1,0.09433962264150941
train,14,12,5,12,12,1,7,7,1,0,0.0
train,15,13,11,13,0,1,2,2,0,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,38,36,21,36,36,1,15,15,1,0,0.0
train,18,16,9,16,16,1,7,7,1,0,0.0
train,35,33,21,33,33,1,12,12,1,0,0.0
train,31,29,21,29,7,1,8,8,0,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,11,9,5,9,0,1,4,4,0,0,0.0
train,44,42,28,42,42,1,14,14,1,0,0.0
train,38,36,29,36,36,1,7,7,1,0,0.0
train,15,13,7,13,13,1,6,6,1,0,0.0
train,21,19,15,19,19,1,4,4,1,0,0.0
train,33,31,23,31,31,1,8,8,1,0,0.0
train,26,24,23,24,24,1,1,1,1,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,36,34,27,34,34,1,7,7,1,0,0.0
train,22,20,13,20,20,1,7,7,1,0,0.0
train,19,17,11,17,10,1,6,6,0,0,0.0
train,32,30,18,30,30,1,12,12,1,0,0.0
train,27,25,24,25,25,1,1,1,1,0,0.0
train,26,24,23,24,24,1,1,1,1,0,0.0
train,23,21,18,21,21,1,3,3,1,0,0.0
train,27,25,23,25,25,1,2,2,1,0,0.0
train,18,16,14,16,16,1,2,2,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,25,23,21,23,23,1,2,2,1,0,0.0
train,50,48,49,48,48,1,14,0,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,11,9,6,9,9,1,3,3,1,0,0.0
train,20,18,18,18,18,1,0,0,1,0,0.0
train,19,17,16,17,17,1,1,1,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,29,27,26,27,27,1,1,1,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,13,11,11,11,11,1,0,0,1,0,0.0
train,23,21,16,21,21,1,5,5,1,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,24,22,21,22,22,1,1,1,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,20,18,17,18,18,1,1,1,1,0,0.0
train,50,48,54,48,48,1,5,0,1,1,0.11111111111111116
train,40,38,31,38,38,1,7,7,1,0,0.0
train,26,24,23,24,4,1,1,1,0,0,0.0
train,34,32,19,32,32,1,13,13,1,0,0.0
train,36,34,27,34,34,1,7,7,1,0,0.0
train,20,18,13,18,18,1,5,5,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,30,28,27,28,28,1,1,1,1,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,23,21,20,21,21,1,1,1,1,0,0.0
train,31,29,22,29,29,1,7,7,1,0,0.0
train,28,26,23,26,26,1,3,3,1,0,0.0
train,17,15,11,15,15,1,4,4,1,0,0.0
train,32,30,27,30,30,1,3,3,1,0,0.0
train,17,15,15,15,15,1,0,0,1,0,0.0
train,24,22,16,22,3,1,6,6,0,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,50,48,33,48,42,1,20,15,0,0,0.0
train,20,18,15,18,18,1,3,3,1,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,13,11,6,11,11,1,5,5,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,22,20,11,20,20,1,9,9,1,0,0.0
train,28,26,16,26,26,1,10,10,1,0,0.0
train,5,3,3,3,3,1,0,0,1,0,0.0
train,39,37,34,37,37,1,3,3,1,0,0.0
train,17,15,9,15,15,1,6,6,1,0,0.0
train,18,16,14,16,16,1,2,2,1,0,0.0
train,50,48,61,48,48,1,17,0,1,1,0.21311475409836067
train,17,15,11,15,15,1,4,4,1,0,0.0
train,32,30,23,30,25,1,7,7,0,0,0.0
train,20,18,12,18,18,1,6,6,1,0,0.0
train,50,48,39,48,48,1,10,9,1,0,0.0
train,31,29,23,29,29,1,6,6,1,0,0.0
train,22,20,17,20,20,1,3,3,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,33,31,18,31,28,1,13,13,0,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,22,20,19,20,20,1,1,1,1,0,0.0
train,13,11,9,11,11,1,2,2,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,14,12,12,12,5,1,0,0,0,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,31,29,19,29,29,1,10,10,1,0,0.0
train,21,19,18,19,19,1,1,1,1,0,0.0
train,28,26,20,26,26,1,6,6,1,0,0.0
train,29,27,25,27,27,1,2,2,1,0,0.0
train,16,14,14,14,14,1,0,0,1,0,0.0
train,49,47,35,47,47,1,12,12,1,0,0.0
train,50,48,52,48,48,1,11,0,1,1,0.07692307692307687
train,29,27,23,27,27,1,4,4,1,0,0.0
train,34,32,28,32,32,1,4,4,1,0,0.0
train,36,34,27,34,32,1,7,7,0,0,0.0
train,40,38,30,38,38,1,8,8,1,0,0.0
train,31,29,23,29,0,1,6,6,0,0,0.0
train,23,21,18,21,15,1,3,3,0,0,0.0
train,29,27,24,27,0,1,3,3,0,0,0.0
train,20,18,15,18,13,1,3,3,0,0,0.0
train,17,15,14,15,0,1,1,1,0,0,0.0
train,20,18,17,18,0,1,1,1,0,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,20,18,15,18,18,1,3,3,1,0,0.0
train,22,20,14,20,20,1,6,6,1,0,0.0
train,30,28,24,28,28,1,4,4,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,25,23,19,23,23,1,4,4,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,22,20,16,20,20,1,4,4,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,25,23,16,23,23,1,7,7,1,0,0.0
train,26,24,21,24,24,1,3,3,1,0,0.0
train,27,25,21,25,25,1,4,4,1,0,0.0
train,28,26,21,26,26,1,5,5,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,42,40,32,40,40,1,8,8,1,0,0.0
train,16,14,10,14,14,1,4,4,1,0,0.0
train,24,22,17,22,1,1,5,5,0,0,0.0
train,23,21,14,21,21,1,7,7,1,0,0.0
train,13,11,11,11,4,1,0,0,0,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,27,25,24,25,25,1,1,1,1,0,0.0
train,26,24,22,24,24,1,2,2,1,0,0.0
train,30,28,25,28,28,1,3,3,1,0,0.0
train,43,41,37,41,41,1,4,4,1,0,0.0
train,28,26,25,26,26,1,1,1,1,0,0.0
train,21,19,18,19,14,1,1,1,0,0,0.0
train,37,35,26,35,35,1,9,9,1,0,0.0
train,32,30,22,30,30,1,8,8,1,0,0.0
train,8,6,5,6,6,1,1,1,1,0,0.0
train,35,33,25,33,33,1,8,8,1,0,0.0
train,22,20,19,20,20,1,1,1,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,21,19,17,19,16,1,2,2,0,0,0.0
train,31,29,18,29,29,1,11,11,1,0,0.0
train,22,20,17,20,20,1,3,3,1,0,0.0
train,15,13,9,13,13,1,4,4,1,0,0.0
train,23,21,16,21,21,1,5,5,1,0,0.0
train,21,19,17,19,19,1,2,2,1,0,0.0
train,22,20,13,20,20,1,7,7,1,0,0.0
train,25,23,22,23,23,1,1,1,1,0,0.0
train,13,11,11,11,0,1,0,0,0,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,8,6,5,6,6,1,1,1,1,0,0.0
train,9,7,6,7,7,1,1,1,1,0,0.0
train,17,15,8,15,15,1,7,7,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,18,16,11,16,16,1,5,5,1,0,0.0
train,43,41,35,41,41,1,6,6,1,0,0.0
train,50,48,101,48,48,1,18,0,1,1,0.5247524752475248
train,35,33,28,33,33,1,5,5,1,0,0.0
train,13,11,6,11,0,1,5,5,0,0,0.0
train,25,23,17,23,23,1,6,6,1,0,0.0
train,15,13,8,13,13,1,5,5,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,15,13,9,13,13,1,4,4,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,22,20,10,20,20,1,10,10,1,0,0.0
train,17,15,15,15,15,1,0,0,1,0,0.0
train,10,8,6,8,0,1,2,2,0,0,0.0
train,13,11,8,11,11,1,3,3,1,0,0.0
train,13,11,10,11,9,1,1,1,0,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,5,3,3,3,3,1,0,0,1,0,0.0
train,20,18,13,18,18,1,5,5,1,0,0.0
train,33,31,30,31,25,1,1,1,0,0,0.0
train,19,17,10,17,17,1,7,7,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,13,11,11,11,5,1,0,0,0,0,0.0
train,10,8,8,8,0,1,0,0,0,0,0.0
train,50,48,41,48,33,1,12,7,0,0,0.0
train,18,16,10,16,16,1,6,6,1,0,0.0
train,49,47,35,47,22,1,12,12,0,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,46,44,32,44,44,1,12,12,1,0,0.0
train,22,20,17,20,20,1,3,3,1,0,0.0
train,21,19,14,19,19,1,5,5,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,30,28,23,28,28,1,5,5,1,0,0.0
train,48,46,39,46,46,1,7,7,1,0,0.0
train,22,20,12,20,20,1,8,8,1,0,0.0
train,34,32,22,32,32,1,10,10,1,0,0.0
train,36,34,24,34,34,1,10,10,1,0,0.0
train,29,27,22,27,27,1,5,5,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,29,27,19,27,27,1,8,8,1,0,0.0
train,18,16,15,16,16,1,1,1,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,18,16,11,16,16,1,5,5,1,0,0.0
train,26,24,17,24,24,1,7,7,1,0,0.0
train,20,18,13,18,5,1,5,5,0,0,0.0
train,13,11,6,11,11,1,5,5,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,27,25,16,25,25,1,9,9,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,22,20,12,20,20,1,8,8,1,0,0.0
train,27,25,19,25,25,1,6,6,1,0,0.0
train,26,24,21,24,24,1,3,3,1,0,0.0
train,28,26,25,26,26,1,1,1,1,0,0.0
train,15,13,12,13,13,1,1,1,1,0,0.0
train,42,40,38,40,39,1,2,2,0,0,0.0
train,50,48,63,48,43,1,7,0,0,1,0.23809523809523814
train,15,13,9,13,13,1,4,4,1,0,0.0
train,24,22,20,22,22,1,2,2,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,12,10,10,10,10,1,0,0,1,0,0.0
train,37,35,33,35,35,1,2,2,1,0,0.0
train,34,32,25,32,32,1,7,7,1,0,0.0
train,22,20,13,20,20,1,7,7,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,16,14,14,14,14,1,0,0,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,30,28,21,28,28,1,7,7,1,0,0.0
train,23,21,16,21,21,1,5,5,1,0,0.0
train,25,23,19,23,23,1,4,4,1,0,0.0
train,23,21,19,21,0,1,2,2,0,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,26,24,21,24,0,1,3,3,0,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,28,26,23,26,26,1,3,3,1,0,0.0
train,20,18,14,18,18,1,4,4,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,50,48,44,48,48,1,6,4,1,0,0.0
train,45,43,36,43,43,1,7,7,1,0,0.0
train,50,48,38,48,48,1,12,10,1,0,0.0
train,13,11,9,11,11,1,2,2,1,0,0.0
train,12,10,9,10,10,1,1,1,1,0,0.0
train,21,19,17,19,19,1,2,2,1,0,0.0
train,19,17,16,17,17,1,1,1,1,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,13,11,7,11,11,1,4,4,1,0,0.0
train,11,9,6,9,9,1,3,3,1,0,0.0
train,5,3,3,3,3,1,0,0,1,0,0.0
train,30,28,15,28,28,1,13,13,1,0,0.0
train,9,7,4,7,7,1,3,3,1,0,0.0
train,14,12,12,12,12,1,0,0,1,0,0.0
train,33,31,22,31,31,1,9,9,1,0,0.0
train,17,15,13,15,13,1,2,2,0,0,0.0
train,11,9,6,9,9,1,3,3,1,0,0.0
train,18,16,10,16,0,1,6,6,0,0,0.0
train,19,17,12,17,17,1,5,5,1,0,0.0
train,25,23,14,23,23,1,9,9,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,34,32,24,32,32,1,8,8,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,21,19,15,19,19,1,4,4,1,0,0.0
train,10,8,6,8,1,1,2,2,0,0,0.0
train,50,48,47,48,20,1,9,1,0,0,0.0
train,50,48,43,48,48,1,8,5,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,16,14,10,14,14,1,4,4,1,0,0.0
train,38,36,29,36,36,1,7,7,1,0,0.0
train,31,29,19,29,29,1,10,10,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,22,20,20,20,20,1,0,0,1,0,0.0
train,12,10,8,10,10,1,2,2,1,0,0.0
train,27,25,23,25,25,1,2,2,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,25,23,17,23,23,1,6,6,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,6,4,2,4,4,1,2,2,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,6,4,2,4,4,1,2,2,1,0,0.0
train,47,45,31,45,45,1,14,14,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,41,39,36,39,39,1,3,3,1,0,0.0
train,31,29,21,29,29,1,8,8,1,0,0.0
train,36,34,25,34,34,1,9,9,1,0,0.0
train,20,18,15,18,18,1,3,3,1,0,0.0
train,11,9,6,9,9,1,3,3,1,0,0.0
train,6,4,2,4,4,1,2,2,1,0,0.0
train,16,14,9,14,14,1,5,5,1,0,0.0
train,14,12,7,12,12,1,5,5,1,0,0.0
train,38,36,27,36,36,1,9,9,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,16,14,8,14,14,1,6,6,1,0,0.0
train,34,32,23,32,32,1,9,9,1,0,0.0
train,13,11,8,11,11,1,3,3,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,22,20,12,20,20,1,8,8,1,0,0.0
train,32,30,23,30,30,1,7,7,1,0,0.0
train,50,48,83,48,45,1,13,0,0,1,0.42168674698795183
train,17,15,11,15,15,1,4,4,1,0,0.0
train,29,27,17,27,27,1,10,10,1,0,0.0
train,50,48,32,48,41,1,18,16,0,0,0.0
train,22,20,13,20,20,1,7,7,1,0,0.0
train,35,33,27,33,33,1,6,6,1,0,0.0
train,23,21,18,21,21,1,3,3,1,0,0.0
train,27,25,24,25,25,1,1,1,1,0,0.0
train,26,24,20,24,24,1,4,4,1,0,0.0
train,18,16,15,16,16,1,1,1,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,25,23,20,23,23,1,3,3,1,0,0.0
train,24,22,21,22,22,1,1,1,1,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,25,23,19,23,18,1,4,4,0,0,0.0
train,26,24,14,24,24,1,10,10,1,0,0.0
train,47,45,40,45,45,1,5,5,1,0,0.0
train,35,33,30,33,33,1,3,3,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,40,38,36,38,38,1,2,2,1,0,0.0
train,50,48,42,48,48,1,18,6,1,0,0.0
train,21,19,18,19,19,1,1,1,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,17,15,10,15,15,1,5,5,1,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,14,12,8,12,12,1,4,4,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,22,20,16,20,20,1,4,4,1,0,0.0
train,11,9,7,9,0,1,2,2,0,0,0.0
train,20,18,16,18,0,1,2,2,0,0,0.0
train,50,48,46,48,48,1,10,2,1,0,0.0
train,21,19,16,19,9,1,3,3,0,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,40,38,35,38,38,1,3,3,1,0,0.0
train,17,15,15,15,15,1,0,0,1,0,0.0
train,33,31,29,31,31,1,2,2,1,0,0.0
train,29,27,22,27,27,1,5,5,1,0,0.0
train,41,39,39,39,39,1,0,0,1,0,0.0
train,26,24,21,24,20,1,3,3,0,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,50,48,39,48,48,1,10,9,1,0,0.0
train,9,7,6,7,7,1,1,1,1,0,0.0
train,50,48,56,48,48,1,8,0,1,1,0.1428571428571429
train,16,14,6,14,14,1,8,8,1,0,0.0
train,48,46,33,46,46,1,13,13,1,0,0.0
train,50,48,67,48,48,1,17,0,1,1,0.28358208955223885
train,11,9,7,9,9,1,2,2,1,0,0.0
train,21,19,14,19,19,1,5,5,1,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,38,36,29,36,36,1,7,7,1,0,0.0
train,6,4,3,4,4,1,1,1,1,0,0.0
train,41,39,26,39,38,1,13,13,0,0,0.0
train,6,4,2,4,4,1,2,2,1,0,0.0
train,50,48,52,48,48,1,3,0,1,1,0.07692307692307687
train,25,23,16,23,23,1,7,7,1,0,0.0
train,24,22,17,22,22,1,5,5,1,0,0.0
train,4,2,2,2,2,1,0,0,1,0,0.0
train,21,19,14,19,19,1,5,5,1,0,0.0
train,29,27,14,27,27,1,13,13,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,12,10,9,10,10,1,1,1,1,0,0.0
train,16,14,9,14,14,1,5,5,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,19,17,17,17,17,1,0,0,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,18,16,11,16,8,1,5,5,0,0,0.0
train,25,23,16,23,23,1,7,7,1,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,21,19,14,19,19,1,5,5,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,22,20,19,20,20,1,1,1,1,0,0.0
train,29,27,21,27,27,1,6,6,1,0,0.0
train,21,19,15,19,19,1,4,4,1,0,0.0
train,34,32,28,32,32,1,4,4,1,0,0.0
train,17,15,13,15,7,1,2,2,0,0,0.0
train,22,20,17,20,20,1,3,3,1,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,29,27,22,10,9,0,2,5,0,0,0.0
train,26,24,20,24,24,1,4,4,1,0,0.0
train,33,31,22,31,31,1,9,9,1,0,0.0
train,17,15,9,15,15,1,6,6,1,0,0.0
train,6,4,3,4,4,1,1,1,1,0,0.0
train,24,22,15,22,22,1,7,7,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,25,23,13,23,23,1,10,10,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,24,22,15,22,22,1,7,7,1,0,0.0
train,39,37,26,37,37,1,11,11,1,0,0.0
train,50,48,48,48,48,1,9,0,1,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,9,7,4,7,7,1,3,3,1,0,0.0
train,29,27,17,27,27,1,10,10,1,0,0.0
train,50,48,33,48,48,1,15,15,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,13,11,6,11,11,1,5,5,1,0,0.0
train,14,12,7,12,12,1,5,5,1,0,0.0
train,3,1,1,1,1,1,0,0,1,0,0.0
train,22,20,15,20,20,1,5,5,1,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,28,26,20,26,26,1,6,6,1,0,0.0
train,19,17,12,17,17,1,5,5,1,0,0.0
train,19,17,10,17,17,1,7,7,1,0,0.0
train,13,11,11,11,11,1,0,0,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,7,5,3,5,5,1,2,2,1,0,0.0
train,18,16,11,16,13,1,5,5,0,0,0.0
train,8,6,4,6,0,1,2,2,0,0,0.0
train,12,10,10,10,4,1,0,0,0,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,27,25,21,25,25,1,4,4,1,0,0.0
train,50,48,41,48,48,1,13,7,1,0,0.0
train,31,29,24,29,29,1,5,5,1,0,0.0
train,30,28,23,28,2,1,5,5,0,0,0.0
train,34,32,24,32,0,1,8,8,0,0,0.0
train,50,48,45,48,48,1,18,3,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,17,15,12,15,15,1,3,3,1,0,0.0
train,24,22,20,22,22,1,2,2,1,0,0.0
train,35,33,29,33,33,1,4,4,1,0,0.0
train,50,48,73,26,19,0,2,0,0,1,0.34246575342465757
train,25,23,20,23,23,1,3,3,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,50,48,42,48,48,1,9,6,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,18,16,14,16,16,1,2,2,1,0,0.0
train,25,23,20,23,23,1,3,3,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,45,43,42,43,43,1,1,1,1,0,0.0
train,24,22,18,22,22,1,4,4,1,0,0.0
train,46,44,41,44,44,1,3,3,1,0,0.0
train,22,20,16,20,20,1,4,4,1,0,0.0
train,13,11,6,11,11,1,5,5,1,0,0.0
train,30,28,24,28,3,1,4,4,0,0,0.0
train,19,17,17,17,17,1,0,0,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,39,37,28,37,37,1,9,9,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,31,29,21,29,29,1,8,8,1,0,0.0
train,31,29,21,29,29,1,8,8,1,0,0.0
train,23,21,17,21,0,1,4,4,0,0,0.0
train,21,19,18,19,15,1,1,1,0,0,0.0
train,25,23,22,23,23,1,1,1,1,0,0.0
train,50,48,307,48,48,1,6,0,1,1,0.8436482084690554
train,21,19,15,19,19,1,4,4,1,0,0.0
train,31,29,19,29,29,1,10,10,1,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,44,42,27,42,42,1,15,15,1,0,0.0
train,50,48,45,48,48,1,3,3,1,0,0.0
train,40,38,33,38,38,1,5,5,1,0,0.0
train,35,33,26,33,28,1,7,7,0,0,0.0
train,29,27,22,27,27,1,5,5,1,0,0.0
train,34,32,26,32,32,1,6,6,1,0,0.0
train,21,19,17,19,19,1,2,2,1,0,0.0
train,18,16,10,16,16,1,6,6,1,0,0.0
train,28,26,20,26,26,1,6,6,1,0,0.0
train,31,29,27,29,29,1,2,2,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,26,24,21,24,24,1,3,3,1,0,0.0
train,27,25,22,25,25,1,3,3,1,0,0.0
train,19,17,16,17,17,1,1,1,1,0,0.0
train,24,22,21,22,22,1,1,1,1,0,0.0
train,38,36,31,36,36,1,5,5,1,0,0.0
train,19,17,16,17,17,1,1,1,1,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,42,40,39,40,40,1,1,1,1,0,0.0
train,50,48,43,48,48,1,7,5,1,0,0.0
train,50,48,47,48,48,1,4,1,1,0,0.0
train,26,24,20,24,24,1,4,4,1,0,0.0
train,24,22,17,22,22,1,5,5,1,0,0.0
train,28,26,21,26,26,1,5,5,1,0,0.0
train,49,47,31,47,47,1,16,16,1,0,0.0
train,23,21,20,21,21,1,1,1,1,0,0.0
train,50,48,36,48,48,1,12,12,1,0,0.0
train,23,21,19,21,18,1,2,2,0,0,0.0
train,17,15,14,15,0,1,1,1,0,0,0.0
train,31,29,22,29,29,1,7,7,1,0,0.0
train,44,42,35,42,42,1,7,7,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,40,38,33,38,38,1,5,5,1,0,0.0
train,30,28,18,28,28,1,10,10,1,0,0.0
train,27,25,19,25,25,1,6,6,1,0,0.0
train,40,38,23,38,38,1,15,15,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,26,24,18,24,24,1,6,6,1,0,0.0
train,50,48,32,48,48,1,18,16,1,0,0.0
train,41,39,33,39,39,1,6,6,1,0,0.0
train,35,33,26,33,33,1,7,7,1,0,0.0
train,23,21,15,21,21,1,6,6,1,0,0.0
train,40,38,30,38,38,1,8,8,1,0,0.0
train,26,24,17,24,24,1,7,7,1,0,0.0
train,50,48,37,48,48,1,15,11,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,12,10,8,10,0,1,2,2,0,0,0.0
train,9,7,7,7,0,1,0,0,0,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,22,20,15,20,20,1,5,5,1,0,0.0
train,31,29,20,29,29,1,9,9,1,0,0.0
train,20,18,14,18,18,1,4,4,1,0,0.0
train,32,30,23,30,30,1,7,7,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,18,16,15,16,16,1,1,1,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,14,12,12,12,3,1,0,0,0,0,0.0
train,29,27,22,27,23,1,5,5,0,0,0.0
train,50,48,53,48,45,1,1,0,0,1,0.09433962264150941
train,40,38,30,38,38,1,8,8,1,0,0.0
train,42,40,30,40,40,1,10,10,1,0,0.0
train,16,14,9,14,14,1,5,5,1,0,0.0
train,14,12,9,12,12,1,3,3,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,32,30,23,30,13,1,7,7,0,0,0.0
train,27,25,24,25,25,1,1,1,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,26,24,19,24,24,1,5,5,1,0,0.0
train,34,32,25,32,21,1,7,7,0,0,0.0
train,46,44,34,44,44,1,10,10,1,0,0.0
train,23,21,16,21,21,1,5,5,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,50,48,39,48,48,1,9,9,1,0,0.0
train,50,48,39,48,48,1,9,9,1,0,0.0
train,50,48,48,48,48,1,8,0,1,0,0.0
train,14,12,9,12,0,1,3,3,0,0,0.0
train,38,36,30,36,36,1,6,6,1,0,0.0
train,31,29,23,29,29,1,6,6,1,0,0.0
train,34,32,29,32,32,1,3,3,1,0,0.0
train,38,36,31,36,36,1,5,5,1,0,0.0
train,32,30,29,30,30,1,1,1,1,0,0.0
train,26,24,17,24,24,1,7,7,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,50,48,43,48,48,1,8,5,1,0,0.0
